Character,Line
Butters,"This great game isn't about plays. It's about sportsmanship. And compassion. And when I look around this locker room, well I see some of the nicest, most compassionate guys I've ever met!  Well Token, you're nicer than anybody I know.  And Clyde! Well you give better hugs than anyone out on that field!
"
Cartman,"That's true.
"
Butters,"Are we just gonna let North Park walk away with a victory because we think they know how to be nicer than us?  Bein' nice is about what's inside you! When your enemy is nice to you, you just be nice right back! And if they give you two balloons, well you give them three!
"
"Clyde, Kenny","Yeah.
"
Butters,"And when they try an-and thank you for those balloons, you say ""Ah I don't need any thanks! I did it 'cause it was the right thing to do!"" And then you give them a smile!
"
Boys,"Yeah!
"
Butters,"And when that other team tries to cover you, well that's when you gotta reach deep down. Right down to your creamy center. Well that place, well that place inside of you where, where all the goouey happy-lovin' goo sits and you just gotta use that and be the nicest, most compassionate player you've ever been, and let the world know that we will not fall down so easy!
"
Boys,"Yeah! Yeah!
"
Cartman,"Let's do this.  Stan, hook up my bra.
"
Goodell,"As commissioner of the NFL, I am so thrilled to see our nation's youth embrace sarcastaball over traditional football. Oh, but why stop there? Since football is so barbaric, we should change too. So let's give a biiig welcome to the new coach of the Denver Broncos, Randy Marsh.  Congratulations, Marsh. Good job!
"
Randy,"Oh thank you, commissioner! I'm thrilled to be a part of this! Thanks!
"
Goodell,"Nice going!
"
Randy,"Yeah, no, you nice going! 
"
Photographer,"Hey guys, how about a nice fucking picture to welcome in the future of sports? 
"
Announcer,"Welcome to the inaugural game of the National Sarcastaball League! As we bring you today's matchup between the Denver Broncos and the Oakland Raiders.
"
Randy,"Yeah, lookin' good, guys! Let's kick some butt! 
"
Randy,"Oh yeah, good one! 
"
Announcer,"And now, here are your Denver Whoop de fucking do girls!
"
Cheerleaders,"Woo! Woo!
"
Cheerleader 1,"Go Broncos! Go!
"
Cheerleader 2,"Whoop de fuckin' do!
"
Announcer,"And now, here to sing the sarcastaball anthem, recording artist, Cee-Lo!
"
Cee Lo Green,"I love sarcastaball
It's so much better than football
I'm so glad they got rid of violence in sports
'Cause sarcastaball is so super fun to watch
"
Fan 1,"Woo! Nice job, Cee-Lo! Good to see you on TV some more!
"
Fan 2,"Yeah, I'm a big fan of all your hit songs!
"
Kyle,"Dude, what do you mean ""We don't have a coach.""?
"
Stan,"Look, I'm sorry guys, my dad said he's too busy with the Broncos. He doesn't have time for us.
"
Kyle,"But our big game with Lakewood is Saturday!
"
Stan,"I'm sorry. My dad is taking professional sarcastaball really seriously.
"
Clyde,"Well, we might as well call up Lakewood and tell 'em we forfeit. 
"
Kyle,"We can't.
"
Clyde,"We don't have a coach, Kyle.
"
Cartman,"Who needs a coach? We have Butters.
"
Butters,"Huh?
"
Craig,"Hey yeah.
"
Stan,"The guys are right. From now on, you're team captain, Butters. You lead us to victory.
"
Butters,"Oh jeez n-no, I I don't know, fellas.
"
Cartman,"Butters, you understand this game better than anybody.
"
Butters,"Yeah, but I uh, I I can't be team captain. I... Well I suck at everything.
"
Stan,"Not at this you don't! What about that creamy filling you talked about? That gooey goodness inside you that makes you the butteriest Butters we know?
"
Butters,"'At's in there. It's overflowing sometimes. 
"
Kyle,"We need you, Butters. You're the man! 
"
The Team,"Bu-tters! Bu-tters! Bu-tters! Bu-tters!
"
Fangirls,"Butters, rah, Butters!
"
A Fangirl,"I love you, Butters!
"
Butters,"I love you too, ladies. 
"
Wendy,"Oh Butters, you know how I feel about the captain of sports teams.
"
Red,"Leave him alone, Wendy! He's mine! 
"
Butters,"Woohoohoohoohoo!
"
Butters,"Wuh wuuuhhh wuh!  Wha? Wha? Oh.  Ohhh... Daaad! It happened again.  More of my creamy goo came out. 
"
Stephen,"Oh. Well uh, that's okay Butters. Remember what we talked about. Sometimes our happy, creamy filling just gets soo full it comes out at night.
"
Butters,"I was havin' happy dreams, about a girl and-!
"
Stephen,"All right Butters, let's... it's happy feelings, let's just not talk about it.
"
Butters,"Okay Dad!  Oh! Saaave that, for later. 
"
Announcer,"The score is zero to zero as the Steelers kick off to the Broncos.
"
Cheerleader 1,"Go Broncos, Go.
"
Dan,"Manning has the ball. He's saying some really great things about the other team. Manning met by LaMarr Woodley. He's giving the balloon to Woodley. The referee comes in.  Oh, the referee is calling that a touchdown! Oh wait, now another official is signalling that's a safety!
"
Randy,"Oh yeah, nice going, replacement refs!
"
Dan,"They're gonna have to sort this one out with a side judge. 
"
Side Judge,"Fuck it, it's a fucking field goal!
"
Randy,"YEAH!  YEAH! WOO!
"
Reporter 1,"Coach, three to nothing victory over the Steelers. You must feel like a reeeal winner.
"
Randy,"Yeah, well, the other team was just so awesome on offense I was really scared. 
"
Reporter 1,"Coach Belichick says,  ""No way we can beat the Broncos. They've had the same coach for almost a day.""
"
Randy,"Oh yeah, I'm just the guy who invented sarcastaball! There's no way I'd know how to coach it!
"
Reporter 2,"Guess we'll find out on Sunday.
"
Randy,"...Yeah... 
"
Randy,"All right guys, listen up! Forget about the day off, we need to practice tomorrow.
"
Broncos,"D'awwwww!
"
Manning,"Practice on Monday after a victory? Great!
"
Randy,"That's good, Peyton, but we need to get better.
"
Manning,"Practice on Monday? That's just what I wanna do!
"
Randy,"That's IT! 
"
Cartman,"Hey Butters, you got a minute?
"
Butters,"Wuh sure, Eric. 
"
Cartman,"I don't now what to do. Kids are starting to make fun of me because, I'm no good at sarcastaball. I suck at being nice and polite. I'm so good at sucking I should work at a Thai massage parlor.
"
Butters,"Uh-uh oh, no E-eric, you're, why you're a great player.
"
Cartman,"No, I just don't have the mojo you have, Butters.
"
Butters,"Oh, well, ye-Eric, ah I told you: everyone has a creamy filling inside them, where all the feelings of compassion and joy come from. Oh, didn't your dad ever tell you that?
"
Cartman,"...I don't have a dad.
"
Butters,"...Oh right, I, I'm sorry. Well, everyone has a creamy filling, Eric. And and some people have so much of that filling that it, that it comes out sometimes. A lot of times, when I go to sleep, and especially if I've had them wonderful dreams that make me feel really good, sometimes I wake up, and when I wake up, I I realize some of my goo has come out.  But I always make sure I keep it, just in case I ever run out of all my sunshine happy feelings.
"
Cartman,"Youuu save it all?
"
Butters,"My goo doesn't come out every night, but I sure do seem to have a surplus of it. 
"
Cartman,"Butters, do you think your goo might work on someone else?
"
Butters,"I don't know. Weh I never really thought of it that way. 
"
Cartman,"Hm, it's kind of a grapey, bleachy flavor.
"
Butters,"Do you feel warm and compassionate?
"
Cartman,"Holy shit I think I do.
"
Jim Rome,"Welcome back to Rome. We're gonna talk some sarcastaball. I can't wait. I can't wait to talk sarcastaball because it's really compelling.  Joining me now is the coach of the Denver Broncos and the inventor of sarcastaball, Randy Marsh. Thanks for calling in, Randy. Really happy to have you on the show.
"
Randy,"Yeah, it's awesome to be on your show.
"
Jim Rome,"Randy, first off, thanks for taking the sports that we all love and turning it into a sarcastic nightmare. Way to go.
"
Randy,"Thanks, Jim. 'Cause it's totally what I intended. You know, when I came up with the idea I was sure it was gonna end up like this.
"
Jim Rome,"Well it certainly makes for an exciting game. How about last night's nail-biter that ended zero to zero? That's a game I wanna watch twice. That's a game I wanna watch four times. Check that: I'll watch that game... five times.  Good luck on Sunday. I'm sure that'll be another game that I could watch... twelve times. Check that: thirteen times.
"
Randy,"Thanks Jim. 
"
Sharon,"Randy, aren't you gonna come join your family for dinner?
"
Randy,"Oh yeah, I've totally got time to do that, Sharon! In fact, how about I go downstairs and make a four-course meal for all of you? Check that: a seven-course meal?
"
Sharon,"Randy, something's happened. Are you un-able to stop being sarcastic?
"
Randy,"Oh, right! I can't stop being sarcastic now!
"
Sharon,"I'm telling you, Randy, I think this sport is doing something to your brain.
"
Randy,"Right, it's doing something to my brain! And now I can't stop being sarcastic!
"
Sharon,"Do you mean that?
"
Randy,"Yes! I totally mean it!  Help me, Sharon. Help me.
"
Butters,"All right, first string, cover those wideouts. Tell 'em how much you like their outfits! Clyde, Token! Hug those two players and give their quarterback a kiss. 
"
Spectators,"Awwwwww!
"
Stan,"Cartman, you idiot!
"
Butters,"Stay positive, Stan! All right guys, cuddle up, cuddle up!  Now what is goin' on out there?
"
Cartman,"That kid is provoking us! He's saying mean things to try and piss us off.
"
Clyde,"Yeah. We need more of your mojo, Butters.
"
Butters,"Oh, all right. Well all right, here you go. 
"
Doctor,"Uh hum. Mmm.  I'm sorry, Mr. Marsh, but there appears to be permanent damage.
"
Randy,"Oh boy, this is great! My week just keeps getting better.
"
Sharon,"How do we fix this, doctor?
"
Doctor,"You don't. I'm sorry, there... just isn't enough research in how sarcasm affects the brain.
"
Randy,"So that's it.  I should just go home and forget about what this sport has done to me. Let thousands of people play sarcastaball and get hurt too! 
"
Doctor,"Ohh, rreally? You, you think there's a correlation between sarcasm and sarcastaball?  Really?  That's fascinating. Please, go on.
"
Randy,"No, sarcastaball has nothing to do with it. I just... I just really enjoy being sarcastic and so I must be finding an excuse.
"
Doctor,"You know, I have a 50-year-old Alzheimer's patient out in the waiting room who can't even remember his family, but... let's forget about him and focus on how sarcastaball might be damaging people's brains.
"
Randy,"My son is out there playing that game! It's heartwarming to see you have such high regard for his safety!
"
Doctor,"Okay, well I've got a better idea. Let's get all the funding for cancer research and genetic diseases, let's, let's take all that money and make commercials that say ""Hey America, sarcasm might not be such a great thing for your brain.""
"
Randy,"Thank you, doctor. Thank you so much! 
"
Jim Rome,"Jim Rome here. Hey, I love sarcastaball just as much as the next guy, but sometimes it's so thrilling I need an extra burst of energy to get me through a game. That's when I reach for a bottle of this.  Butters' Creamy Goo. 
"
Voice-Over,"You play hard. You need a sports drink that gives you that extra boost.  Sports these days are all about being nice, so take your game to the next level . With Butters' Creamy Goo.  You'll be filled with feelings of good tidings and be nicer than a ray of sunshine. 
"
Butters,"Like me!
"
Jim Rome,"Get with it, and get the Goo!
"
Voice-Over,"Butters' Creamy Goo is chock full of all the essentials an athlete needs. Commitment! Compassion! And Comradery! And now it's available in quart size!
"
Singer,"Go and chug a bottle of Butters' Creamy Goo!
"
Voice-Over,"Best served just above room temperature.
"
Butters,"42! Red 13! Sunshine and happy thoughts! Sunshine and happy thoouughts! HUT!  Oh no, that kid's gonna intercept it!  Good job, kid! 
"
Randy,"STAN?! Stan! 
"
Stan,"Dad?
"
Randy,"Get in the car, Stan! We're going home!
"
Stan,"What?
"
Sharon,"We're sorry, Stanley, we don't want you playing this sport anymore.
"
Mr. Mackey,"Hey, get off the field! M'kay?! 
"
Randy,"Everyone! Everyone, listen! There's something you all need to know about sarcastaball. It turns out... it's totally safe.  Yeah, it's super safe! It's like sooo safe that we should have every kid play it-ugh!  Oh! Sorry, sorry. Hang on. Gotta not be so sarcastic. Ahem, let me try that again. Listen everyone... if you let your kids play sarcastaball, you're a fucking genius! Ogh!.. Gyugh! Cut, sorry. Let me try this again.  Look, what I'm trying to say is, we should have like, 10 sarcastaball leagues, because then everyone-! Would-  God damn it!
"
Sharon,"Stanley, just get your things and come on. We're going home!
"
Stan,"Whoawhoa, you can't, you can't tell me what to do!
"
Randy,"Yeah, we're your parents! We can't tell you what to do!
"
Sharon,"Don't you see what this sport has done to your father? Do you want to end up like him?
"
Stan,"Oh right, like he doesn't exaggerate every disease he gets!
"
Sharon,"Ohohh Randy, it's happening! 
"
Butters,"Mr. Marsh, listen. I know you care about your son, but he's a heck of a player! He's good at tickling, laughing, and getting along.
"
Randy,"Look, the point has been made, okay?! I'm warning you, being this sarcastic is dangerous!
"
Stan,"We're not being sarcastic, Dad! Is it so hard to believe that we really enjoy a sport that has no violence? Is it so hard for you to believe that when Butters says ""Competitiveness can be compassionate,"" he's being completely sincere?
"
Randy,"I don't see how anyone could play this game with any sincerity.
"
Cartman,"That's because you're too grumpy and negative to believe it. What you need... is a sports drink that can boost your levels of caring and goodness.
"
Stan,"Yeah Dad. You need some of this. 
"
Randy,"... This is cum. 
"
Stephen,"And you can just sit here in your room and think about what you've done!  Just because people try and make football a little safer by changing a kickoff rule doesn't mean YOU need to take it to ""Oh, who don't we just drink each other's cum?""! Sarcasm like that is homophobic, chauvinistic, and completely lacking in maturity! Any questions?!
"
